osiics_16_code;problem_type;osiics_16_level_1;osiics_16_level_2;osiics_16_level_3;osiics_16_level_4
FVTN;Injury;Foot;Superficial tissues/skin;Contusion (superficial);Talon noir (black heel)/hyperkeratosis hemorrhagica
FVT;Injury;Foot;Superficial tissues/skin;Contusion (superficial);Haematoma lesser toes
FVN;Injury;Foot;Superficial tissues/skin;Contusion (superficial);Nail bed haematoma lesser toes
FVG;Injury;Foot;Superficial tissues/skin;Contusion (superficial);Haematoma great toe
FV2;Injury;Foot;Superficial tissues/skin;Contusion (superficial);Toenail problem/contusion/haematoma
FVXX;Injury;Foot;Vessels;Vascular trauma;Foot vascular injuries
FV3;Injury;Foot;Superficial tissues/skin;Contusion (superficial);Heel bruising/haematoma incl fat pad contusion
FKI;Injury;Foot;Muscle/tendon;Laceration;Complication of foot laceration incl infection
FKU;Injury;Foot;Muscle/tendon;Laceration;Ulceration foot
FIC;Injury;Foot;Superficial tissues/skin;Abrasion;Callous on foot
FIN;Injury;Foot;Superficial tissues/skin;Abrasion;Skin infection toenail - incl infected ingrown toenail
FI2;Injury;Foot;Superficial tissues/skin;Abrasion;Foot cellulitis/infected ulcer
FIA;Injury;Foot;Superficial tissues/skin;Abrasion;Foot abrasion
FIF;Injury;Foot;Superficial tissues/skin;Abrasion;Blisters foot
FIH;Injury;Foot;Superficial tissues/skin;Abrasion;Blisters heel
FISP;Injury;Foot;Superficial tissues/skin;Abrasion;Foot skin pressure injury
FP1;Injury;Foot;Non-specific;Injury without tissue type specified;Sprain 1st MTP joint with volar plate rupture
FPY;Injury;Foot;Non-specific;Injury without tissue type specified;Foot muscle trigger points, cramping, spasm
FPL;Injury;Foot;Non-specific;Injury without tissue type specified;Sprain of great toe
FP2;Injury;Foot;Non-specific;Injury without tissue type specified;Synovitis/impingement/biomechanical lesion of foot
FP5;Injury;Foot;Non-specific;Injury without tissue type specified;Chronic regional pain syndrome foot
FZX;Injury;Foot;Non-specific;Unknown;Foot pain/injury not otherwise specified
FZ1;Injury;Foot;Non-specific;Unknown;Foot pain undiagnosed
FZS;Injury;Foot;Non-specific;Unknown;Post foot surgery
XML;Injury;Multiple systems;Muscle/tendon;Muscle injury;Muscle strain lower limb
XMS;Injury;Multiple systems;Muscle/tendon;Muscle injury;Muscle strain spine
XMU;Injury;Multiple systems;Muscle/tendon;Muscle injury;Muscle strain upper limb
XMX;Injury;Multiple systems;Muscle/tendon;Muscle injury;Trigger points/spasm multiple locations
XHL;Injury;Multiple systems;Superficial tissues/skin;Contusion (superficial);Soft tissue bruising lower limb
XHU;Injury;Multiple systems;Superficial tissues/skin;Contusion (superficial);Soft tissue bruising upper limb
XT8;Injury;Multiple systems;Muscle/tendon;Tendinopathy;Tendinopathy crossing anatomical boundaries
FGK;Injury;Foot;Bone;Physis injury;Kohler's disease - navicular osteochondrosis
FGT;Injury;Foot;Bone;Physis injury;Traction injury to foot
FG5;Injury;Foot;Bone;Physis injury;Apophysitis/avulsion fracture base 5th metatarsal
FGF;Injury;Foot;Bone;Physis injury;Osteochondrosis of metatarsal head/freiberg's disease
XAU;Injury;Multiple systems;Cartilage/synovium/bursa;Arthritis;Upper limb osteoarthritis
XAX;Injury;Multiple systems;Cartilage/synovium/bursa;Arthritis;Osteoarthritis crossing anatomical boundaries
XLU;Injury;Multiple systems;Ligament/joint capsule;Joint sprain;Sprain multiple locations
XVX;Injury;Multiple systems;Vessels;Vascular trauma;Vascular injury crossing anatomical boundaries
XKX;Injury;Multiple systems;Muscle/tendon;Laceration;Laceration/abrasion crossing anatomical boundaries
XKL;Injury;Multiple systems;Muscle/tendon;Laceration;Laceration/abrasion lower limb
XISS;Injury;Multiple systems;Superficial tissues/skin;Abrasion;Saddle sores
XOD;Injury;Multiple systems;Internal organs;Organ trauma;Drowning
ZMX;Injury;Unknown or not specified;Muscle/tendon;Muscle injury;Muscle injury/spasm location unspecified
ZT8;Injury;Unknown or not specified;Muscle/tendon;Tendinopathy;Tendinopathy location unspecified
XGX;Injury;Multiple systems;Bone;Physis injury;Osteochondrosis crossing anatomical boundaries
ZGT;Injury;Unknown or not specified;Bone;Physis injury;Traction apophysitis/osteochondrosis not elsewhere specified
ZAX;Injury;Unknown or not specified;Cartilage/synovium/bursa;Arthritis;Osteoarthritis location unspecified
ZLU;Injury;Unknown or not specified;Ligament/joint capsule;Joint sprain;Sprain location unspecified
ZVX;Injury;Unknown or not specified;Vessels;Vascular trauma;Vascular injury location unspecified
XKU;Injury;Unknown or not specified;Muscle/tendon;Laceration;Laceration/abrasion upper limb
ZKX;Injury;Unknown or not specified;Muscle/tendon;Laceration;Laceration/abrasion location unspecified
ZZ1;Injury;Unknown or not specified;Non-specific;Unknown;Diagnosis uncertain/unrecorded
MCEAC;Illness;Cardiovascular;;Environmental - exercise-related;Arrhythmogenic cardiomyopathy (formerly arrhythmogenic right ventricular cardiomyopathy (arvc))
MCET;Illness;Cardiovascular;;Environmental - exercise-related;Commotio cordis
MCESC;Illness;Cardiovascular;;Environmental - exercise-related;Syncopal episode(s) cardiac
MCES;Illness;Cardiovascular;;Environmental - exercise-related;Syncope/collapse, general (including non-cardiac causes)
MCEH;Illness;Cardiovascular;;Environmental - exercise-related;Hypertrophic cardiomyopathy
MCEG;Illness;Cardiovascular;;Environmental - exercise-related;Abnormal screening ECG
MCEC;Illness;Cardiovascular;;Environmental - exercise-related;Cardiomyopathy, other
MCEA;Illness;Cardiovascular;;Environmental - exercise-related;Athlete's heart
MCECP;Illness;Cardiovascular;;Environmental - exercise-related;Exertional chest pain (angina)
MCYXC;Illness;Cardiovascular;;Immunological/inflammatory;Myocarditis/pericarditis due to COVID-19
MCYXV;Illness;Cardiovascular;;Immunological/inflammatory;Myocarditis/pericarditis post COVID-19 vaccine
MCYX;Illness;Cardiovascular;;Immunological/inflammatory;Myocarditis
MCVX;Illness;Cardiovascular;;Thrombotic/haemorrhagic;Venous disease
MCVZ;Illness;Cardiovascular;;Thrombotic/haemorrhagic;Other venous disease incl calf/ankle oedema, cause unknown
MCVV;Illness;Cardiovascular;;Thrombotic/haemorrhagic;Varicose veins
MCVS;Illness;Cardiovascular;;Thrombotic/haemorrhagic;Subclavian vein/axillary vein thrombosis
MCVI;Illness;Cardiovascular;;Thrombotic/haemorrhagic;Ischaemic heart disease
MCVD;Illness;Cardiovascular;;Thrombotic/haemorrhagic;Deep venous thrombosis
MCVCA;Illness;Cardiovascular;;Thrombotic/haemorrhagic;Cardiac arrest
MCCPS;Illness;Cardiovascular;;Degenerative or chronic condition;Pulmonary stenosis
MCCSV;Illness;Cardiovascular;;Degenerative or chronic condition;Supraventricular tachycardia incl atrial flutter
MCCP;Illness;Cardiovascular;;Degenerative or chronic condition;Peripheral vascular disease
MCCMV;Illness;Cardiovascular;;Degenerative or chronic condition;Mitral valve prolapse
MCCMI;Illness;Cardiovascular;;Degenerative or chronic condition;Myocardial infarction
MCCHF;Illness;Cardiovascular;;Degenerative or chronic condition;Heart failure
MCCH;Illness;Cardiovascular;;Degenerative or chronic condition;Hypertension
MCCCA;Illness;Cardiovascular;;Degenerative or chronic condition;Coronary artery disease
MCCC;Illness;Cardiovascular;;Degenerative or chronic condition;High cholesterol
MCCAV;Illness;Cardiovascular;;Degenerative or chronic condition;Aortic valve pathology
MCCA;Illness;Cardiovascular;;Degenerative or chronic condition;Aortopathy
MCCD;Illness;Cardiovascular;;Degenerative or chronic condition;Dilated cardiomyopathy
MCCV;Illness;Cardiovascular;;Degenerative or chronic condition;Murmurs/valvular disease
MCJP;Illness;Cardiovascular;;Developmental anomaly;Patent Ductus Arteriosus (PDA)
MCJX;Illness;Cardiovascular;;Developmental anomaly;Cardiovascular developmental anomaly
MCJVS;Illness;Cardiovascular;;Developmental anomaly;Ventricular septal defect
MCJBS;Illness;Cardiovascular;;Developmental anomaly;Brugada syndrome
MCJM;Illness;Cardiovascular;;Developmental anomaly;Marfan syndrome
MCJD;Illness;Cardiovascular;;Developmental anomaly;Atrial septal defect incl patent foramen ovale (pfo)
MCJA;Illness;Cardiovascular;;Developmental anomaly;Bicuspid aortic valve
MCJCA;Illness;Cardiovascular;;Developmental anomaly;Coronary artery anomaly
MCXX;Illness;Cardiovascular;;Multiple;Cardiovascular illness
MCZX;Illness;Cardiovascular;;Unknown/not specified;Other cardiovascular disease
MCJB;Illness;Cardiovascular;;Unknown/not specified;Long QT syndrome
MCEF;Illness;Cardiovascular;;Unknown/not specified;Atrial fibrillation
MCZPM;Illness;Cardiovascular;;Unknown/not specified;Pacemaker insertion
MCJW;Illness;Cardiovascular;;Unknown/not specified;Wolff-parkinson-white syndrome
MCZC;Illness;Cardiovascular;;Unknown/not specified;Heart arrhythmia/conduction abnormality
MCZCD;Illness;Cardiovascular;;Unknown/not specified;Sudden cardiac death
MCZIC;Illness;Cardiovascular;;Unknown/not specified;Implantable cardioverter-defibrillator (ICD) complication
MCZII;Illness;Cardiovascular;;Unknown/not specified;ICD insertion
MCZIS;Illness;Cardiovascular;;Unknown/not specified;ICD shock
MCZP;Illness;Cardiovascular;;Unknown/not specified;Ablation procedure
MCZPC;Illness;Cardiovascular;;Unknown/not specified;Pacemaker complication
MCZ1;Illness;Cardiovascular;;Unknown/not specified;Cardiac preparticipation screening
MDAX;Illness;Dermatological;;Allergic;Atopic dermatitis / eczema
MGED;Illness;Gastrointestinal;;Environmental - exercise-related;Runner's diarrhoea
MDYL;Illness;Dermatological;;Immunological/inflammatory;Enlarged lymph node
MDYX;Illness;Dermatological;;Immunological/inflammatory;Rash /other dermatological condition
MDYP;Illness;Dermatological;;Immunological/inflammatory;Psoriasis
MDYD;Illness;Dermatological;;Immunological/inflammatory;Dermatitis
MDYAC;Illness;Dermatological;;Immunological/inflammatory;Acne
MDYU;Illness;Dermatological;;Immunological/inflammatory;Urticaria
MDYC;Illness;Dermatological;;Immunological/inflammatory;Sebaceous (epidermoid) cyst
MDIX;Illness;Dermatological;;Infection;Skin infection/cellulitis/abscess
MDIPR;Illness;Dermatological;;Infection;Pityriasis rosea
MDIPV;Illness;Dermatological;;Infection;Pityriasis versicolor
MDIS;Illness;Dermatological;;Infection;Feet warts - incl plantar warts
MDISC;Illness;Dermatological;;Infection;Scabies
MDIV;Illness;Dermatological;;Infection;Skin infection - viral
MDIW;Illness;Dermatological;;Infection;Wrist and hand warts
MDIP;Illness;Dermatological;;Infection;Skin infection wrist/hand
MDIY;Illness;Dermatological;;Infection;Other fungal infection
MDIT;Illness;Dermatological;;Infection;Tinea pedis/athlete's foot
MDIZ;Illness;Dermatological;;Infection;Other skin infection not specifically mentioned
MDIN;Illness;Dermatological;;Infection;Skin infection head/face/neck
MDIL;Illness;Dermatological;;Infection;Lymphadenopathy secondary to skin infection
MDIK;Illness;Dermatological;;Infection;Keratolysis
MDIH;Illness;Dermatological;;Infection;Herpes simplex
MDIG;Illness;Dermatological;;Infection;Fungal infection groin
MDIF;Illness;Dermatological;;Infection;Skin infection - fungal
MDIE;Illness;Dermatological;;Infection;Skin infection elbow
MDIB;Illness;Dermatological;;Infection;Skin infection pelvis/buttock - incl ischial abscess
MDIVZ;Illness;Dermatological;;Infection;Skin infection - viral
MDIO;Illness;Dermatological;;Infection;Other warts
MDBXD;Illness;Dermatological;;Neoplasm;Skin lesion/tumour thoracic
MDB1;Illness;Dermatological;;Neoplasm;Benign skin lesion
MDBXH;Illness;Dermatological;;Neoplasm;Skin lesion/tumour head
MDBX;Illness;Dermatological;;Neoplasm;Skin lesion/tumour
MDBS;Illness;Dermatological;;Neoplasm;Squamous cell carcinoma
MDBM;Illness;Dermatological;;Neoplasm;Multiple skin cancers
MDBES;Illness;Dermatological;;Neoplasm;Melanoma in situ (grade 0)
MDBE;Illness;Dermatological;;Neoplasm;Melanoma
MDBB;Illness;Dermatological;;Neoplasm;Basal cell carcinoma
MDBL;Illness;Dermatological;;Neoplasm;Subcutaneous lipoma
MDDX;Illness;Dermatological;;Drug-related/poisoning;Drug-related skin rash
MDZG;Illness;Dermatological;;Unknown/not specified;Dermatological illness
MDZX;Illness;Dermatological;;Unknown/not specified;Other rash not otherwise mentioned or undiagnosed
MTIT;Illness;Dental;;Infection;Dental caries
MTIW;Illness;Dental;;Infection;Wisdom tooth
MTIP;Illness;Dental;;Infection;Periodontitis
MTCC;Illness;Dental;;Degenerative or chronic condition;Dental condition
MYAH;Illness;Endocrinological;;Allergic;Hashimoto's thyroiditis
MGEE;Illness;Gastrointestinal;;Environmental - exercise-related;Exercise associated gastritis/reflux
MYYF;Illness;Endocrinological;;Immunological/inflammatory;Chronic fatigue syndrome/myalgic encephalomyeitis
MYYX;Illness;Endocrinological;;Immunological/inflammatory;Endocrine illness
MYYZ;Illness;Endocrinological;;Immunological/inflammatory;Other endocrine disorder
MYYT;Illness;Endocrinological;;Immunological/inflammatory;Thyroid disorder
MYIB;Illness;Endocrinological;;Infection;Mastitis/breastfeeding condition
MYBBC;Illness;Endocrinological;;Neoplasm;Breast cancer
MYBBL;Illness;Endocrinological;;Neoplasm;Breast lump for investigation
MYNG;Illness;Endocrinological;;Metabolic/nutritional;Gynaecomastia
MYJO;Illness;Endocrinological;;Developmental anomaly;Exercise prescription for patient with obesity
MYJ;Illness;Endocrinological;;Developmental anomaly;Functional hypothalamic amenorrhoea
MYXB;Illness;Endocrinological;;Multiple;Advice on breast care
MGAX;Illness;Gastrointestinal;;Allergic;Coeliac disease
MUED;Illness;Genitourinary;;Environmental - exercise-related;Erectile dysfunction related to cycling/rowing
MUEE;Illness;Genitourinary;;Environmental - exercise-related;Diet and exercise associated amenorrhoea
MGYC;Illness;Gastrointestinal;;Immunological/inflammatory;Cholecystitis
MGYS;Illness;Gastrointestinal;;Immunological/inflammatory;Surgical bowel problem
MGYU;Illness;Gastrointestinal;;Immunological/inflammatory;Gastritis/peptic ulceration - non exercise/nsaid related
MGYX;Illness;Gastrointestinal;;Immunological/inflammatory;Gastritis
MGIB;Illness;Gastrointestinal;;Infection;Bacterial gastroenteritis (incl food poisoning)
MGIZ;Illness;Gastrointestinal;;Infection;Other gastrointestinal infection
MGIX;Illness;Gastrointestinal;;Infection;Gastrointestinal infection
MGIV;Illness;Gastrointestinal;;Infection;Viral gastroenteritis
MGID;Illness;Gastrointestinal;;Infection;Amoebic dysentery
MGIA;Illness;Gastrointestinal;;Infection;Appendicitis
MGIH;Illness;Gastrointestinal;;Infection;Viral hepatitis (A, B, or C)
MGBX;Illness;Gastrointestinal;;Neoplasm;Gastrointestinal neoplasm
MGVH;Illness;Gastrointestinal;;Thrombotic/haemorrhagic;Haemorrhoids
MGVM;Illness;Gastrointestinal;;Thrombotic/haemorrhagic;Haematemesis/melaena/GI bleeding
MGDN;Illness;Gastrointestinal;;Drug-related/poisoning;Nsaid associated gastritis/peptic ulceration
MGXD;Illness;Gastrointestinal;;Multiple;Diarrhoea
MGXX;Illness;Gastrointestinal;;Multiple;Gastrointestinal illness
MUEI;Illness;Genitourinary;;Environmental - exercise-related;Urinary incontinence
MHEX;Illness;Hematological;;Environmental - exercise-related;Exercise-related iron deficiency
MRER;Illness;Musculoskeletal;;Environmental - exercise-related;Rhabdomyolysis
MNED;Illness;Neurological;;Environmental - exercise-related;Autonomic dysreflexia
MUYD;Illness;Genitourinary;;Immunological/inflammatory;Dysmenorrhoea
MUYZ;Illness;Genitourinary;;Immunological/inflammatory;Pelvic pain non-specific
MUYE;Illness;Genitourinary;;Immunological/inflammatory;Endometriosis
MUYA;Illness;Genitourinary;;Immunological/inflammatory;Other amenorrhoea
MUYR;Illness;Genitourinary;;Immunological/inflammatory;Menorrhagia
MUIT;Illness;Genitourinary;;Infection;Urinary tract infection
MUIS;Illness;Genitourinary;;Infection;Sexually transmitted disease
MUIP;Illness;Genitourinary;;Infection;Pyelonephritis
MUIG;Illness;Genitourinary;;Infection;Gynaecological infection
MUIE;Illness;Genitourinary;;Infection;Epididymitis
MUIC;Illness;Genitourinary;;Infection;Cystitis
MUIX;Illness;Genitourinary;;Infection;Other genitourinary infection
MUBS;Illness;Genitourinary;;Neoplasm;Abnormal cervical smear
MUBC;Illness;Genitourinary;;Neoplasm;Cervical/uterine cancer
MUBO;Illness;Genitourinary;;Neoplasm;Ovarian cancer
MUBT;Illness;Genitourinary;;Neoplasm;Testicular cancer
MUBB;Illness;Genitourinary;;Neoplasm;Ovarian cyst (benign)
MUVT;Illness;Genitourinary;;Neoplasm;Testicular tortion
MUVH;Illness;Genitourinary;;Thrombotic/haemorrhagic;Haematuria
MUCA;Illness;Genitourinary;;Degenerative or chronic condition;Pelvic floor advice/education
MUCP;Illness;Genitourinary;;Degenerative or chronic condition;PCOS (Polycystic ovary syndrome)
MUJE;Illness;Genitourinary;;Developmental anomaly;Epididymal cyst
MUJV;Illness;Genitourinary;;Developmental anomaly;Varicocele
MUXZ;Illness;Genitourinary;;Multiple;Other gynaecological illness
MUXF;Illness;Genitourinary;;Multiple;Pelvic floor other diagnosis
MUXX;Illness;Genitourinary;;Multiple;Genitourinary illness
MUZPE;Illness;Genitourinary;;Unknown/not specified;Ectopic pregnancy
MUZP3;Illness;Genitourinary;;Unknown/not specified;Perineal tear (grade 3 - 4)
MUZP1;Illness;Genitourinary;;Unknown/not specified;Perineal tear (grade 1 - 2)
MUZL;Illness;Genitourinary;;Unknown/not specified;Vulvodynia
MUZP;Illness;Genitourinary;;Unknown/not specified;Pregnancy
MUZQ;Illness;Genitourinary;;Unknown/not specified;Pelvic organ prolapse
MUZZ;Illness;Genitourinary;;Unknown/not specified;Urinary illness
MUZA;Illness;Genitourinary;;Unknown/not specified;Antenatal advice / consult
MUZB;Illness;Genitourinary;;Unknown/not specified;Other urological/bladder diagnosis (incl nocturia)
MUZF;Illness;Genitourinary;;Unknown/not specified;Fertility advice consultation
MUZN;Illness;Genitourinary;;Unknown/not specified;Postnatal advice / consult
MUZO;Illness;Genitourinary;;Unknown/not specified;Hormonal contraceptive advice
MUZX;Illness;Genitourinary;;Unknown/not specified;Gynaecological consultation
MUZT;Illness;Genitourinary;;Unknown/not specified;Request for pregnancy test
MUZM;Illness;Genitourinary;;Unknown/not specified;Miscarriage
MUZV;Illness;Genitourinary;;Unknown/not specified;Postpartum vaginal delivery
MUZC;Illness;Genitourinary;;Unknown/not specified;Postpartum ceasarean section
MUZAB;Illness;Genitourinary;;Unknown/not specified;Abortion
MNEM;Illness;Neurological;;Environmental - exercise-related;Exercise related migraine
MHB;Illness;Hematological;;Neoplasm;Haematological malignancy
MHNF;Illness;Hematological;;Metabolic/nutritional;Iron deficiency anaemia
MHNA;Illness;Hematological;;Metabolic/nutritional;Anaemia
MHJX;Illness;Hematological;;Developmental anomaly;Sickle cell or thalassaemia
MHXX;Illness;Hematological;;Multiple;Haematological illness and nutritional deficiencies
MEEX;Illness;Otological;;Environmental - exercise-related;Swimmer's ear
MRYS;Illness;Musculoskeletal;;Immunological/inflammatory;Psoriatic arthritis
MRYP;Illness;Musculoskeletal;;Immunological/inflammatory;Pseudogout
MRYPK;Illness;Musculoskeletal;;Immunological/inflammatory;Pseudogout in knee
MRYL;Illness;Musculoskeletal;;Immunological/inflammatory;Lupus/systemic lupus erythematosus (SLE)
MRYPZ;Illness;Musculoskeletal;;Immunological/inflammatory;Pseudogout in other joint/location
MRYNZ;Illness;Musculoskeletal;;Immunological/inflammatory;Non specific seronegative arthritis affecting <4 joints
MRYR;Illness;Musculoskeletal;;Immunological/inflammatory;Rheumatoid arthritis
MRYRZ;Illness;Musculoskeletal;;Immunological/inflammatory;Rheumatoid arthritis affecting <4 joints
MRYX;Illness;Musculoskeletal;;Immunological/inflammatory;Rheumatological illness
MRYGP;Illness;Musculoskeletal;;Immunological/inflammatory;Gout in hands/fingers
MRYRX;Illness;Musculoskeletal;;Immunological/inflammatory;Rheumatoid arthritis affecting many joints
MRYA;Illness;Musculoskeletal;;Immunological/inflammatory;Ankylosing spondylitis
MRYNL;Illness;Musculoskeletal;;Immunological/inflammatory;Non specific seronegative arthritis affecting SIJ
MRYN;Illness;Musculoskeletal;;Immunological/inflammatory;Seronegative arthritis
MRYIL;Illness;Musculoskeletal;;Immunological/inflammatory;Sacroiliac joint inflammation
MRYGZ;Illness;Musculoskeletal;;Immunological/inflammatory;Gout in other location not otherwise specified
MRYGK;Illness;Musculoskeletal;;Immunological/inflammatory;Gout in knee
MRYGE;Illness;Musculoskeletal;;Immunological/inflammatory;Gout in elbow
MRYGA;Illness;Musculoskeletal;;Immunological/inflammatory;Gout in ankle/foot (incl big toe)
MRYG;Illness;Musculoskeletal;;Immunological/inflammatory;Gout
MRYNX;Illness;Musculoskeletal;;Immunological/inflammatory;Non specific seronegative arthritis affecting many joints
MRYI;Illness;Musculoskeletal;;Immunological/inflammatory;Reiter's syndrome
MRIJH;Illness;Musculoskeletal;;Infection;Infected hip joint
MRIJ;Illness;Musculoskeletal;;Infection;Joint infection - septic arthritis (excl complications of surgery or perforating lacerations)
MRIF;Illness;Musculoskeletal;;Infection;Infected foot joint
MRIJA;Illness;Musculoskeletal;;Infection;Infected ankle joint
MRIBT;Illness;Musculoskeletal;;Infection;Infection of bone - osteomyelitis thigh
MRIJE;Illness;Musculoskeletal;;Infection;Infected elbow joint
MRIB;Illness;Musculoskeletal;;Infection;Infection of bone - osteomyelitis
MRIJS;Illness;Musculoskeletal;;Infection;Infected shoulder joint
MRIJW;Illness;Musculoskeletal;;Infection;Infected wrist, hand, finger, thumb joint
MRIP;Illness;Musculoskeletal;;Infection;Infected pubic symphysis
MRIK;Illness;Musculoskeletal;;Infection;Infected knee joint
MRIBL;Illness;Musculoskeletal;;Infection;Septic discitis - osteomyelitis of the spine
MRBXQ;Illness;Musculoskeletal;;Neoplasm;Tumour lower leg
MRBXF;Illness;Musculoskeletal;;Neoplasm;Tumour foot
MRBXX;Illness;Musculoskeletal;;Neoplasm;Other tumour not otherwise mentioned
MRBXW;Illness;Musculoskeletal;;Neoplasm;Tumour wrist/hand
MRBXU;Illness;Musculoskeletal;;Neoplasm;Tumour upper arm
MRBXT;Illness;Musculoskeletal;;Neoplasm;Tumour thigh
MRBXS;Illness;Musculoskeletal;;Neoplasm;Tumour shoulder
MRBXR;Illness;Musculoskeletal;;Neoplasm;Tumour forearm
MRBXA;Illness;Musculoskeletal;;Neoplasm;Tumour ankle
MRBXL;Illness;Musculoskeletal;;Neoplasm;Tumour lumbar spine
MRBXG;Illness;Musculoskeletal;;Neoplasm;Tumour groin and hip
MRBXE;Illness;Musculoskeletal;;Neoplasm;Tumour elbow
MRBXD;Illness;Musculoskeletal;;Neoplasm;Tumour thoracic spine/chest wall
MRBXB;Illness;Musculoskeletal;;Neoplasm;Tumour lumbar buttock
MRBXN;Illness;Musculoskeletal;;Neoplasm;Tumour neck
MRBXK;Illness;Musculoskeletal;;Neoplasm;Tumour knee
MRJCK;Illness;Musculoskeletal;;Degenerative or chronic condition;Congenital cartilage abnormality of knee
MRJCL;Illness;Musculoskeletal;;Degenerative or chronic condition;Congenital abnormality lumbar spine
MRJHX;Illness;Musculoskeletal;;Degenerative or chronic condition;Hypo or hyper - mobility of joints
MRJMQ;Illness;Musculoskeletal;;Degenerative or chronic condition;Muscle abnormality of lower leg
MRJSL;Illness;Musculoskeletal;;Degenerative or chronic condition;Sacralisation of l5 segment
MRJXF;Illness;Musculoskeletal;;Degenerative or chronic condition;Structural abnormality of foot
MRJXK;Illness;Musculoskeletal;;Degenerative or chronic condition;Structural abnormality of knee
MRJXS;Illness;Musculoskeletal;;Degenerative or chronic condition;Shoulder structural abnormality
MRJLL;Illness;Musculoskeletal;;Degenerative or chronic condition;Lumbarisation of S1 segment
MRJB;Illness;Musculoskeletal;;Degenerative or chronic condition;Spina bifida
MRJXQ;Illness;Musculoskeletal;;Degenerative or chronic condition;Structural abnormality of lower leg
MRCO;Illness;Musculoskeletal;;Degenerative or chronic condition;Osteoarthritis - non-traumatic
MRJYD;Illness;Musculoskeletal;;Developmental anomaly;Thoracic kyphosis
MRJO;Illness;Musculoskeletal;;Developmental anomaly;Generalised hypomobility of joints
MRJZD;Illness;Musculoskeletal;;Developmental anomaly;Thoracic spine structural abnormality
MRJVW;Illness;Musculoskeletal;;Developmental anomaly;Radioulnar variance
MRJUF;Illness;Musculoskeletal;;Developmental anomaly;Tarsal coalition of foot
MRJTF;Illness;Musculoskeletal;;Developmental anomaly;Claw toes
MRJL;Illness;Musculoskeletal;;Developmental anomaly;Lumbosacral spine structural abnormality
MRJT;Illness;Musculoskeletal;;Developmental anomaly;Talonavicular coalition
MRJPK;Illness;Musculoskeletal;;Developmental anomaly;Bi or multipartite patella
MRJC;Illness;Musculoskeletal;;Developmental anomaly;Calcaneonavicular coalition
MRJ1G;Illness;Musculoskeletal;;Developmental anomaly;Congenital abnormality of hip joint
MRJ2G;Illness;Musculoskeletal;;Developmental anomaly;Structural abnormaility of hip/groin
MRJSD;Illness;Musculoskeletal;;Developmental anomaly;Thoracic scoliosis
MRJBL;Illness;Musculoskeletal;;Developmental anomaly;Lumbar scoliosis
MRJCF;Illness;Musculoskeletal;;Developmental anomaly;Calcaneocuboid coalition
MRJDG;Illness;Musculoskeletal;;Developmental anomaly;Congenital dislocation of hip
MRJEC;Illness;Musculoskeletal;;Developmental anomaly;Chest structural abnormaility
MRJH;Illness;Musculoskeletal;;Developmental anomaly;Generalised hypermobility of joints
MRJHF;Illness;Musculoskeletal;;Developmental anomaly;Hammer toes
MRJIQ;Illness;Musculoskeletal;;Developmental anomaly;Accessory soleus muscle (excl inj to that muscle)
MRJKK;Illness;Musculoskeletal;;Developmental anomaly;Discoid lateral meniscus
MRJFF;Illness;Musculoskeletal;;Developmental anomaly;Accessory bone foot
MRJA;Illness;Musculoskeletal;;Developmental anomaly;Exercise prescription for patient with arthritis
MRZX;Illness;Musculoskeletal;;Unknown/not specified;Rheumatological disease other/undiagnosed
MRZP;Illness;Musculoskeletal;;Unknown/not specified;Pregnancy associated musculoskeletal injury
MRZF;Illness;Musculoskeletal;;Unknown/not specified;Fibromyalgia/multiple sore muscle areas
MRZK;Illness;Musculoskeletal;;Unknown/not specified;Inflammatory arthritis of knee
MSEE;Illness;Psychiatric/psychological;;Environmental - exercise-related;Exercise addiction
MSEF;Illness;Psychiatric/psychological;;Environmental - exercise-related;Female athlete triad
MSEX;Illness;Psychiatric/psychological;;Environmental - exercise-related;Overexercising disorder
MNYM;Illness;Neurological;;Immunological/inflammatory;Migraine
MNEH;Illness;Neurological;;Immunological/inflammatory;Exercise related headache
MNIB;Illness;Neurological;;Infection;Brachial neuritis
MNJC;Illness;Neurological;;Developmental anomaly;Cerebral palsy
MNJE;Illness;Neurological;;Developmental anomaly;Epilepsy
MNXX;Illness;Neurological;;Multiple;Neurological illness
MNXZ;Illness;Neurological;;Multiple;Neurological lesion  location unspecified or crossing anatomical boundaries
MNZZ;Illness;Neurological;;Unknown/not specified;Headache not otherwise specified
MNZX;Illness;Neurological;;Unknown/not specified;Other neurological problem
MNZC;Illness;Neurological;;Unknown/not specified;Cluster headaches
MNZH;Illness;Neurological;;Unknown/not specified;Headaches
MNZM;Illness;Neurological;;Unknown/not specified;Generalised tight muscles/spasticity
MOAC;Illness;Opthalmological;;Allergic;Allergic conjunctivitis
MPEE;Illness;Respiratory;;Environmental - exercise-related;Asthma - exercise induced only
MOIC;Illness;Opthalmological;;Infection;Infective conjunctivitis
MOIS;Illness;Opthalmological;;Infection;Sty (eyelash)
MOCC;Illness;Opthalmological;;Degenerative or chronic condition;Cataract
MOCG;Illness;Opthalmological;;Degenerative or chronic condition;Glaucoma
MOCV;Illness;Opthalmological;;Degenerative or chronic condition;Vision disorder
MOJA;Illness;Opthalmological;;Developmental anomaly;Astigmatism
MOJH;Illness;Opthalmological;;Developmental anomaly;Hyperopia (hypermetropia)
