osiics_15_code;osiics_15_diagnosis;osiics_15_body_part;osiics_15_tissue;osiics_15_pathology;osiics_15_organ_system;osiics_15_eitiology
GGS;Apophysitis/avulsion fracture Anterior Superior Iliac Spine (ASIS);Groin/hip;Bone ;Physis injury ;;
GGR;Apophysitis/avulsion fracture Anterior Inferior Iliac Spine (AIIS);Groin/hip;Bone ;Physis injury ;;
GGA;Other apophysitis/avulsion fracture groin/hip;Groin/hip;Bone ;Physis injury ;;
KGT;Traction injury to apophysis at knee;Knee;Bone ;Physis injury ;;
KGS;Apophysitis/avulsion fracture distal pole patella/Sinding Larsen Johansson Syndrome (SLJS);Knee;Bone ;Physis injury ;;
AGA;Traction injury to apophysis ankle;Ankle;Bone ;Physis injury ;;
AGC;Apophysitis/avulsion fracture to calcaneus (Sever's disease);Ankle;Bone ;Physis injury ;;
FGT;Traction injury to foot;Foot;Bone ;Physis injury ;;
FG5;Apophysitis/avulsion fracture base 5th metatarsal;Foot;Bone ;Physis injury ;;
DGS;Osteochondrosis Spine;Thoracic Spine;Bone ;Physis injury ;;
DG1;Scheuermanns disease;Thoracic Spine;Bone ;Physis injury ;;
SGO;Osteochondrosis shoulder;Shoulder;Bone ;Physis injury ;;
ECO;Osteochondrosis elbow;Elbow;Cartilage/synovium/bursa ;Cartilage ;;
EGC;Capitellar osteochondrosis;Elbow;Bone ;Physis injury ;;
WGO;Osteochondrosis of wrist and hand;Wrist;Bone ;Physis injury ;;
WGR;Epiphysitis of distal radius;Wrist;Bone ;Physis injury ;;
GGF;Osteochondroses of hip joint;Groin/hip;Bone ;Physis injury ;;
GEP;Perthes disease;Groin/hip;Bone ;Avascular necrosis ;;
GEA;Hip avascular necrosis;Groin/hip;Bone ;Avascular necrosis ;;
GG2;Slipped capital femoral epiphysis;Groin/hip;Bone ;Physis injury ;;
KC4;Osteochondrosis of knee;Knee;Cartilage/synovium/bursa ;Cartilage ;;
KCO;Osteochondritis dissecans (OCD) medial or lateral femoral condyle;Knee;Cartilage/synovium/bursa ;Cartilage ;;
KC7;Osteochondritis dissecans (OCD) patella;Knee;Cartilage/synovium/bursa ;Cartilage ;;
KGB;Epiphysitis of medial tibial plateau (Blount's Disease);Knee;Bone ;Physis injury ;;
AGT;Osteochondrosis of ankle;Ankle;Bone ;Physis injury ;;
FC1;Osteochondrosis of foot;Foot;Cartilage/synovium/bursa ;Cartilage ;;
AIX;Ankle abrasion ;Ankle;Superficial tissues/skin ;Abrasion ;;
FGK;Kohler's disease - navicular osteochondrosis;Foot;Bone ;Physis injury ;;
AJT;Talar dome bone bruise;Ankle;Bone ;Bone contusion  ;;
FGF;Osteochondrosis of metatarsal head/Freiberg's disease;Foot;Bone ;Physis injury ;;
AJX;Ankle bone contusion  ;Ankle;Bone ;Bone contusion  ;;
XGX;Osteochondrosis crossing anatomical boundaries;Multiple;Bone ;Physis injury ;;
RWI;Infection of stump forearm;Forearm;Stump ;Stump injury ;;
UWI;Infection of stump upper arm;Upper Arm;Stump ;Stump injury ;;
TWI;Infection of stump thigh;Thigh;Stump ;Stump injury ;;
KWI;Infection of stump knee;Knee;Stump ;Stump injury ;;
EWI;Infection of stump elbow;Elbow;Stump ;Stump injury ;;
QWI;Infection of stump lower leg;Lower leg;Stump ;Stump injury ;;
QWS;Stump trauma lower limb;Lower leg;Stump ;Stump injury ;;
RWS;Stump trauma forearm;Forearm;Stump ;Stump injury ;;
KWS;Stump trauma knee;Knee;Stump ;Stump injury ;;
UWS;Stump trauma upper arm;Upper Arm;Stump ;Stump injury ;;
TWS;Stump trauma thigh;Thigh;Stump ;Stump injury ;;
EWS;Stump trauma elbow;Elbow;Stump ;Stump injury ;;
MNED;Autonomic dysreflexia;Medical;;;Neurological ;Environmental – exercise-related
NZO;Post neck surgery;Neck;Non-specific ;Unknown;;
SZR;Post shoulder reconstruction;Shoulder;Non-specific ;Unknown;;
SZA;Post A/C joint surgery;Shoulder;Non-specific ;Unknown;;
EZS;Post elbow surgery;Elbow;Non-specific ;Unknown;;
PZS;Post hand surgery;Hand;Non-specific ;Unknown;;
WZS;Post surgery on wrist joint;Wrist;Non-specific ;Unknown;;
GZS;Post hip/groin Surgery;Groin/hip;Non-specific ;Unknown;;
KZA;Post knee reconstruction;Knee;Non-specific ;Unknown;;
KAH;Post arthroplasty knee;Knee;Cartilage/synovium/bursa ;Arthritis ;;
QZS;Post lower leg surgery;Lower leg;Cartilage/synovium/bursa ;Arthritis ;;
QTS;Post Achilles tendon surgery;Lower leg;Muscle/tendon ;Tendinopathy ;;
QYS;Post compartment release surgery;Lower leg;Muscle/tendon ;Muscle compartment syndrome ;;
FZS;Post foot surgery;Foot;Non-specific ;Unknown;;
FYX;Foot muscle compartment syndrome ;Foot;Muscle/tendon ;Muscle compartment syndrome ;;
MXN7;Nutritional (including vitamin deficiency);Medical;;;Multiple systems or not otherwise specified ;Metabolic/nutritional
MXIX;Infection;Medical;;;Multiple systems or not otherwise specified ;Infection
MDYX;Rash /other dermatological condition;Medical;;;Dermatological ;Immunological/inflammatory
MDB1;Benign skin lesion;Medical;;;Dermatological ;Neoplasm
MDIX;Skin Infection/Cellulitis/abscess;Medical;;;Dermatological ;Infection
MDAX;Atopic dermatitis / eczema;Medical;;;Dermatological ;Allergic
MDIN;Skin infection head/face/neck;Medical;;;Dermatological ;Infection
MDIE;Skin infection elbow;Medical;;;Dermatological ;Infection
MDIP;Skin infection wrist/hand;Medical;;;Dermatological ;Infection
MDIB;Skin infection pelvis/buttock - incl ischial abscess;Medical;;;Dermatological ;Infection
MDIL;Lymphadenopathy secondary to skin infection;Medical;;;Dermatological ;Infection
MDIZ;Other skin infection not specifically mentioned;Medical;;;Dermatological ;Infection
MDIPR;Pityriasis rosea;Medical;;;Dermatological ;Infection
MDIPV;Pityriasis versicolor;Medical;;;Dermatological ;Infection
MDIV;Skin infection - viral;Medical;;;Dermatological ;Infection
MDIVZ;Skin infection - viral;Medical;;;Dermatological ;Infection
MDIH;Herpes simplex;Medical;;;Dermatological ;Infection
MDIW;Wrist and hand warts;Medical;;;Dermatological ;Infection
MDIS;Feet warts - incl plantar warts;Medical;;;Dermatological ;Infection
MDIO;Other warts;Medical;;;Dermatological ;Infection
MDYC;Sebaceous (epidermoid) cyst;Medical;;;Dermatological ;Immunological/inflammatory
MDYL;Enlarged lymph node;Medical;;;Dermatological ;Immunological/inflammatory
MDISC;Scabies;Medical;;;Dermatological ;Infection
MDYAC;Acne;Medical;;;Dermatological ;Immunological/inflammatory
MDIK;Keratolysis;Medical;;;Dermatological ;Infection
MDYP;Psoriasis;Medical;;;Dermatological ;Immunological/inflammatory
MDIF;Skin Infection - fungal;Medical;;;Dermatological ;Infection
MDSS;Sunburn;Medical;;;Dermatological ;Environmental – non-exercise
MDYU;Urticaria;Medical;;;Dermatological ;Immunological/inflammatory
MDYD;Dermatitis;Medical;;;Dermatological ;Immunological/inflammatory
MDZG;Dermatological Illness;Medical;;;Dermatological ;Unknown, or not specified
MDZX;Other rash not otherwise mentioned or undiagnosed;Medical;;;Dermatological ;Unknown, or not specified
MDIG;Fungal infection groin;Medical;;;Dermatological ;Infection
MDIT;Tinea pedis/athlete's foot;Medical;;;Dermatological ;Infection
MDIY;Other fungal infection;Medical;;;Dermatological ;Infection
MEIR;Ear +/- sinuses/throat infection;Medical;;;Otological ;Infection
MPIS;Sinusitis;Medical;;;Respiratory ;Infection
MPIG;Pharyngitis;Medical;;;Respiratory ;Infection
MPIT;Tonsillitis;Medical;;;Respiratory ;Infection
MPIX;Other upper respiratory tract infection;Medical;;;Respiratory ;Infection
MPIB;Bronchitis;Medical;;;Respiratory ;Infection
MPI1;Respiratory system infection;Medical;;;Respiratory ;Infection
MPIV;Respiratory infection suspected of being COVID-19;Medical;;;Respiratory ;Infection
MPBC;Respiratory neoplasm;Medical;;;Respiratory ;Neoplasm
MPICA;COVID-19 asymptomatic picked up on screening;Medical;;;Respiratory ;Infection
MPICV;Adverse reaction to a COVID-19 vaccine;Medical;;;Respiratory ;Infection
MCYXC;Myocarditis/pericarditis due to COVID-19 ;Medical;;;Cardiovascular ;Immunological/inflammatory
MCYXV;Myocarditis/pericarditis post COVID-19 vaccine;Medical;;;Cardiovascular ;Immunological/inflammatory
MPICL;Post COVID-19 condition (including long COVID);Medical;;;Respiratory ;Infection
MPIC;COVID-19 infection;Medical;;;Respiratory ;Infection
MPIL;Other lower respiratory tract infection;Medical;;;Respiratory ;Infection
MPIP;Pneumonia/bronchitis/lower respiratory tract infection;Medical;;;Respiratory ;Infection
MEIX;Ear infection;Medical;;;Otological ;Infection
MZIQ;Quarantine due to overseas travel or contact tracing;Medical;;;Not specific;Infection
MEIE;Otitis externa;Medical;;;Otological ;Infection
MPA3;Asthma/allergy/hay fever/respiratory;Medical;;;Respiratory ;Allergic
MEIM;Middle ear infection;Medical;;;Otological ;Infection
MEEX;Swimmer's ear;Medical;;;Otological ;Environmental – exercise-related
MGIX;Gastrointestinal infection;Medical;;;Gastrointestinal ;Infection
MGIB;Bacterial gastroenteritis (incl food poisoning);Medical;;;Gastrointestinal ;Infection
MGIV;Viral gastroenteritis;Medical;;;Gastrointestinal ;Infection
MGID;Amoebic dysentery;Medical;;;Gastrointestinal ;Infection
MGIH;Viral hepatitis (A, B, or C);Medical;;;Gastrointestinal ;Infection
MGIZ;Other gastrointestinal infection;Medical;;;Gastrointestinal ;Infection
MUIS;Sexually transmitted disease;Medical;;;Genitourinary ;Infection
MUIP;Pyelonephritis;Medical;;;Genitourinary ;Infection
MUIC;Cystitis;Medical;;;Genitourinary ;Infection
MUIE;Epididymitis;Medical;;;Genitourinary ;Infection
MRIJ;Joint infection - septic arthritis (excl complications of surgery or perforating lacerations);Medical;;;Musculoskeletal ;Infection
MRIJS;Infected shoulder joint;Medical;;;Musculoskeletal ;Infection
MUIX;Other genitourinary infection;Medical;;;Genitourinary ;Infection
MRIJE;Infected elbow joint;Medical;;;Musculoskeletal ;Infection
MRIJW;Infected wrist, hand, finger, thumb joint;Medical;;;Musculoskeletal ;Infection
MTIP;Periodontitis;Medical;;;Dental ;Infection
MRIJH;Infected hip joint;Medical;;;Musculoskeletal ;Infection
MRIP;Infected pubic symphysis;Medical;;;Musculoskeletal ;Infection
MTIT;Dental caries;Medical;;;Dental ;Infection
MTIW;Wisdom tooth;Medical;;;Dental ;Infection
MRIJA;Infected ankle joint;Medical;;;Musculoskeletal ;Infection
MRIBT;Infection of bone - osteomyelitis thigh;Medical;;;Musculoskeletal ;Infection
MRIB;Infection of bone - osteomyelitis;Medical;;;Musculoskeletal ;Infection
MRIBL;Septic discitis - osteomyelitis of the spine;Medical;;;Musculoskeletal ;Infection
MXIG;Glandular Fever;Medical;;;Multiple systems or not otherwise specified ;Infection
MXI5;Virus proven by serology;Medical;;;Multiple systems or not otherwise specified ;Infection
MXIV;Chicken Pox;Medical;;;Multiple systems or not otherwise specified ;Infection
MXICV;Chikungunya;Medical;;;Multiple systems or not otherwise specified ;Infection
MXITB;Tuberculosis;Medical;;;Multiple systems or not otherwise specified ;Infection
MXIMS;Measles;Medical;;;Multiple systems or not otherwise specified ;Infection
MXIMP;Mumps;Medical;;;Multiple systems or not otherwise specified ;Infection
MXIRV;Rubella;Medical;;;Multiple systems or not otherwise specified ;Infection
MXID;Dengue Fever;Medical;;;Multiple systems or not otherwise specified ;Infection
MXIM;Malaria;Medical;;;Multiple systems or not otherwise specified ;Infection
MXI8;Infection, other;Medical;;;Multiple systems or not otherwise specified ;Infection
MXSE;Environmental Illness;Medical;;;Multiple systems or not otherwise specified ;Environmental – non-exercise
MXEB;Barotrauma;Medical;;;Multiple systems or not otherwise specified ;Environmental – exercise-related
MXED;Decompression sickness;Medical;;;Multiple systems or not otherwise specified ;Environmental – exercise-related
MAE1;Heat Illness;Medical;;;Thermoregulatory ;Environmental – exercise-related
MAEO;Hypothermia;Medical;;;Thermoregulatory ;Environmental – exercise-related
MAES;Hyperthermia/heat stroke;Medical;;;Thermoregulatory ;Environmental – exercise-related
MRER;Rhabdomyolysis;Medical;;;Musculoskeletal ;Environmental – exercise-related
MCXX;Cardiovascular Illness;Medical;;;Cardiovascular ;Multiple
MCEA;Athlete's heart;Medical;;;Cardiovascular ;Environmental – exercise-related
MCYX;Myocarditis;Medical;;;Cardiovascular ;Immunological/inflammatory
MCVI;Ischaemic heart disease;Medical;;;Cardiovascular ;Thrombotic/haemorrhagic
MCJB;Long QT syndrome;Medical;;;Cardiovascular ;Unknown, or not specified
MCEF;Atrial fibrillation;Medical;;;Cardiovascular ;Unknown, or not specified
MCJW;Wolff-Parkinson-White syndrome;Medical;;;Cardiovascular ;Unknown, or not specified
MCZC;Heart arrhythmia/conduction abnormality;Medical;;;Cardiovascular ;Unknown, or not specified
MCEC;Cardiomyopathy, other;Medical;;;Cardiovascular ;Environmental – exercise-related
MCEH;Hypertrophic Cardiomyopathy;Medical;;;Cardiovascular ;Environmental – exercise-related
MCCV;Murmurs/Valvular disease;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCJA;Bicuspid aortic valve;Medical;;;Cardiovascular ;Developmental anomaly
MCJX;Cardiovascular developmental anomaly;Medical;;;Cardiovascular ;Developmental anomaly
MCVX;Venous disease;Medical;;;Cardiovascular ;Thrombotic/haemorrhagic
MCVV;Varicose veins;Medical;;;Cardiovascular ;Thrombotic/haemorrhagic
MCVD;Deep venous thrombosis;Medical;;;Cardiovascular ;Thrombotic/haemorrhagic
MCVS;Subclavian vein/axillary vein thrombosis;Medical;;;Cardiovascular ;Thrombotic/haemorrhagic
MCVZ;Other venous disease incl calf/ankle oedema, cause unknown;Medical;;;Cardiovascular ;Thrombotic/haemorrhagic
MCCP;Peripheral vascular disease;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCCD;Dilated Cardiomyopathy;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCZX;Other cardiovascular disease;Medical;;;Cardiovascular ;Unknown, or not specified
MCJVS;Ventricular septal defect;Medical;;;Cardiovascular ;Developmental anomaly
MCCMV;Mitral valve prolapse;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCES;Syncope/collapse, general (including non-cardiac causes);Medical;;;Cardiovascular ;Environmental – exercise-related
MCJCA;Coronary artery anomaly;Medical;;;Cardiovascular ;Developmental anomaly
MCCPS;Pulmonary stenosis;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCCAV;Aortic valve pathology;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCCSV;Supraventricular tachycardia incl Atrial Flutter;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCCCA;Coronary artery disease;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCCHF;Heart failure;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCET;Commotio cordis;Medical;;;Cardiovascular ;Environmental – exercise-related
MCCMI;Myocardial infarction;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCZCD;Sudden cardiac death;Medical;;;Cardiovascular ;Unknown, or not specified
MCJBS;Brugada syndrome;Medical;;;Cardiovascular ;Developmental anomaly
MCECP;Exertional chest pain (angina);Medical;;;Cardiovascular ;Environmental – exercise-related
MCEAC;Arrhythmogenic Cardiomyopathy (formerly Arrhythmogenic right ventricular cardiomyopathy (ARVC));Medical;;;Cardiovascular ;Environmental – exercise-related
MCCA;Aortopathy;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCZII;ICD insertion;Medical;;;Cardiovascular ;Unknown, or not specified
MCZIC;Implantable cardioverter-defibrillator (ICD) complication;Medical;;;Cardiovascular ;Unknown, or not specified
MCJP;Patent Ductus Arteriosis (PDA);Medical;;;Cardiovascular ;Developmental anomaly
MCVCA;Cardiac arrest;Medical;;;Cardiovascular ;Thrombotic/haemorrhagic
MCZPC;Pacemaker complication;Medical;;;Cardiovascular ;Unknown, or not specified
MCCH;Hypertension;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCCC;High cholesterol;Medical;;;Cardiovascular ;Degenerative or chronic condition
MCZP;Ablation procedure;Medical;;;Cardiovascular ;Unknown, or not specified
MCJD;Atrial Septal Defect incl Patent Foramen Ovale (PFO);Medical;;;Cardiovascular ;Developmental anomaly
MCEG;Abnormal screening ECG;Medical;;;Cardiovascular ;Environmental – exercise-related
MCESC;Syncopal episode(s) cardiac;Medical;;;Cardiovascular ;Environmental – exercise-related
MCJM;Marfan syndrome;Medical;;;Cardiovascular ;Developmental anomaly
MCZPM;Pacemaker insertion;Medical;;;Cardiovascular ;Unknown, or not specified
MCZIS;ICD shock;Medical;;;Cardiovascular ;Unknown, or not specified
MPXX;Respiratory Disease;Medical;;;Respiratory ;Multiple
MPAL;Allergy - rhinitis/sinusitis/hayfever;Medical;;;Respiratory ;Allergic
MPAA;Asthma - allergic;Medical;;;Respiratory ;Allergic
MPSA;Respiratory symptoms from air pollution;Medical;;;Respiratory ;Environmental – non-exercise
MPEE;Asthma - exercise induced only;Medical;;;Respiratory ;Environmental – exercise-related
MPIRS;Respiratory Syncytial Virus (RSV);Medical;;;Respiratory ;Infection
MPVE;Pulmonary embolus;Medical;;;Respiratory ;Thrombotic/haemorrhagic
MPCX;Chronic airflow limitation;Medical;;;Respiratory ;Degenerative or chronic condition
MPII;Influenza virus;Medical;;;Respiratory ;Infection
MPJC;Cystic Fibrosis;Medical;;;Respiratory ;Developmental anomaly
MPYS;Pulmonary sarcoidosis;Medical;;;Respiratory ;Immunological/inflammatory
MPZX;Other respiratory illness not otherwise specified;Medical;;;Respiratory ;Unknown, or not specified
MNXX;Neurological Illness;Medical;;;Neurological ;Multiple
MNIB;Brachial neuritis;Medical;;;Neurological ;Infection
MNJE;Epilepsy;Medical;;;Neurological ;Developmental anomaly
MNZH;Headaches;Medical;;;Neurological ;Unknown, or not specified
MNYM;Migraine;Medical;;;Neurological ;Immunological/inflammatory
MDBES;Melanoma in situ (grade 0);Medical;;;Dermatological ;Neoplasm
MDBL;Subcutaneous lipoma;Medical;;;Dermatological ;Neoplasm
MNZC;Cluster headaches;Medical;;;Neurological ;Unknown, or not specified
MPIH;Sinus headache;Medical;;;Respiratory ;Infection
MNZZ;Headache not otherwise specified;Medical;;;Neurological ;Unknown, or not specified
MNJC;Cerebral palsy;Medical;;;Neurological ;Developmental anomaly
MNZX;Other neurological problem;Medical;;;Neurological ;Unknown, or not specified
MNZM;Generalised tight muscles/spasticity;Medical;;;Neurological ;Unknown, or not specified
MRYX;Rheumatological Illness;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRCO;Osteoarthritis O/A - non-traumatic;Medical;;;Musculoskeletal ;Degenerative or chronic condition
MRYG;Gout;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYGE;Gout in elbow;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYGP;Gout in hands/fingers;Medical;;;Musculoskeletal ;Immunological/inflammatory
MOAC;Allergic conjunctivitis;Medical;;;Ophthalmological ;Allergic
MRYGK;Gout in knee;Medical;;;Musculoskeletal ;Immunological/inflammatory
MOIC;Infective conjunctivitis;Medical;;;Ophthalmological ;Infection
MOIS;Sty (eyelash);Medical;;;Ophthalmological ;Infection
MRYGA;Gout in ankle/foot (incl big toe);Medical;;;Musculoskeletal ;Immunological/inflammatory
MOCC;Cataract;Medical;;;Ophthalmological ;Degenerative or chronic condition
MRYGZ;Gout in other location not otherwise specified;Medical;;;Musculoskeletal ;Immunological/inflammatory
MOCG;Glaucoma;Medical;;;Ophthalmological ;Degenerative or chronic condition
MRYP;Pseudogout;Medical;;;Musculoskeletal ;Immunological/inflammatory
MOJM;Myopia;Medical;;;Ophthalmological ;Developmental anomaly
MRYPK;Pseudogout in knee;Medical;;;Musculoskeletal ;Immunological/inflammatory
MOJA;Astigmatism;Medical;;;Ophthalmological ;Developmental anomaly
MRYPZ;Pseudogout in other joint/location;Medical;;;Musculoskeletal ;Immunological/inflammatory
MOJH;Hyperopia (hypermetropia);Medical;;;Ophthalmological ;Developmental anomaly
MRYN;Seronegative arthritis;Medical;;;Musculoskeletal ;Immunological/inflammatory
MOSP;Pterygium;Medical;;;Ophthalmological ;Environmental – non-exercise
MRYA;Ankylosing spondylitis;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYS;Psoriatic arthritis;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYI;Reiter's syndrome;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYNL;Non specific seronegative arthritis affecting SIJ;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYNZ;Non specific seronegative arthritis affecting <4 joints;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYNX;Non specific seronegative arthritis affecting many joints;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYR;Rheumatoid arthritis;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYRZ;Rheumatoid arthritis affecting <4 joints;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRYRX;Rheumatoid arthritis affecting many joints;Medical;;;Musculoskeletal ;Immunological/inflammatory
MRZF;Fibromyalgia/multiple sore muscle areas;Medical;;;Musculoskeletal ;Unknown, or not specified
MRZX;Rheumatological disease other/undiagnosed;Medical;;;Musculoskeletal ;Unknown, or not specified
MRZK;Inflammatory arthritis of knee;Medical;;;Musculoskeletal ;Unknown, or not specified
MGXX;Gastrointestinal Illness;Medical;;;Gastrointestinal ;Multiple
MHNF;Iron deficiency anaemia;Medical;;;Hematologic ;Metabolic/nutritional
MGYX;Gastritis;Medical;;;Gastrointestinal ;Immunological/inflammatory
MGEE;Exercise associated gastritis/reflux;Medical;;;Gastrointestinal ;Environmental – exercise-related
MGDN;NSAID associated gastritis/peptic ulceration;Medical;;;Gastrointestinal ;Drug-related/poisoning
MGAX;Coeliac disease;Medical;;;Gastrointestinal ;Allergic
MGYU;Gastritis/peptic ulceration - non exercise/NSAID related;Medical;;;Gastrointestinal ;Immunological/inflammatory
MGXD;Diarrhoea;Medical;;;Gastrointestinal ;Multiple
MGBX;Gastrointestinal neoplasm;Medical;;;Gastrointestinal ;Neoplasm
MGED;Runner's diarrhoea;Medical;;;Gastrointestinal ;Environmental – exercise-related
MGVM;Haematemesis/melaena/GI bleeding;Medical;;;Gastrointestinal ;Thrombotic/haemorrhagic
MGVH;Haemorrhoids;Medical;;;Gastrointestinal ;Thrombotic/haemorrhagic
MGYS;Surgical bowel problem;Medical;;;Gastrointestinal ;Immunological/inflammatory
MGIA;Appendicitis;Medical;;;Gastrointestinal ;Infection
MGYC;Cholecystitis;Medical;;;Gastrointestinal ;Immunological/inflammatory
MUXX;Genitourinary Illness;Medical;;;Genitourinary ;Multiple
MUZZ;Urinary Illness;Medical;;;Genitourinary ;Unknown, or not specified
MUVH;Haematuria;Medical;;;Genitourinary ;Thrombotic/haemorrhagic
MUJV;Varicocele;Medical;;;Genitourinary ;Developmental anomaly
MUZX;Gynaecological consultation;Medical;;;Genitourinary ;Unknown, or not specified
MUED;Erectile dysfunction related to cycling/rowing;Medical;;;Genitourinary ;Environmental – exercise-related
MUSD;Erectile dysfunction non-exercise related;Medical;;;Genitourinary ;Environmental – non-exercise
MUEE;Diet and Exercise associated amenorrhoea;Medical;;;Genitourinary ;Environmental – exercise-related
MUYA;Other amenorrhoea;Medical;;;Genitourinary ;Immunological/inflammatory
MUYR;Menorrhagia ;Medical;;;Genitourinary ;Immunological/inflammatory
MUYE;Endometriosis ;Medical;;;Genitourinary ;Immunological/inflammatory
MYJ;Functional hypothalamic amenorrhoea ;Medical;;;Endocrinological  ;Developmental anomaly
MUEI;Urinary incontinence;Medical;;;Genitourinary ;Environmental – exercise-related
MTCC;Dental condition;Medical;;;Dental ;Degenerative or chronic condition
MUYD;Dysmenorrhoea;Medical;;;Genitourinary ;Immunological/inflammatory
MUBS;Abnormal cervical smear ;Medical;;;Genitourinary ;Neoplasm
MUIG;Gynaecological infection;Medical;;;Genitourinary ;Infection
MUCP;PCOS (Polycystic ovary syndrome) ;Medical;;;Genitourinary ;Degenerative or chronic condition
MUZO;Hormonal contraceptive advice;Medical;;;Genitourinary ;Unknown, or not specified
MUCA;Pelvic floor advice/education;Medical;;;Genitourinary ;Degenerative or chronic condition
MUXZ;Other gynaecological illness;Medical;;;Genitourinary ;Multiple
MUXF;Pelvic floor other diagnosis ;Medical;;;Genitourinary ;Multiple
MUYZ;Pelvic Pain non-specific;Medical;;;Genitourinary ;Immunological/inflammatory
MUZB;Other urological/bladder diagnosis (incl nocturia);Medical;;;Genitourinary ;Unknown, or not specified
MUIT;Urinary Tract Infection;Medical;;;Genitourinary ;Infection
MRZP;Pregnancy associated musculoskeletal injury;Medical;;;Musculoskeletal ;Unknown, or not specified
MUZP;Pregnancy;Medical;;;Genitourinary ;Unknown, or not specified
MUZA;Antenatal advice / consult ;Medical;;;Genitourinary ;Unknown, or not specified
MUZF;Fertility advice consultation;Medical;;;Genitourinary ;Unknown, or not specified
MUZT;Request for pregnancy test;Medical;;;Genitourinary ;Unknown, or not specified
MUZN;Postnatal advice / consult ;Medical;;;Genitourinary ;Unknown, or not specified
MHXX;Haematological Illness and Nutritional Deficiencies;Medical;;;Hematologic ;Multiple
MXJD;Condition related to Sexual Dimorphism;Medical;;;Multiple systems or not otherwise specified ;Developmental anomaly
MXJT;Condition related to Transgender status;Medical;;;Multiple systems or not otherwise specified ;Developmental anomaly
MHNA;Anaemia;Medical;;;Hematologic ;Metabolic/nutritional
MHEX;Exercise-related iron deficiency;Medical;;;Hematologic ;Environmental – exercise-related
MHJX;Sickle cell or thalassaemia;Medical;;;Hematologic ;Developmental anomaly
MYYX;Endocrine Illness;Medical;;;Endocrinological  ;Immunological/inflammatory
MYYT;Thyroid disorder;Medical;;;Endocrinological  ;Immunological/inflammatory
MYAH;Hashimoto's thyroiditis;Medical;;;Endocrinological  ;Allergic
MYYZ;Other endocrine disorder;Medical;;;Endocrinological  ;Immunological/inflammatory
MYIB;Mastitis/breast infection;Medical;;;Endocrinological  ;Infection
MYBL;Breast lump for investigation;Medical;;;Endocrinological  ;Neoplasm
MYBC;Breast cancer;Medical;;;Endocrinological  ;Neoplasm
MYXB;Advice on breast care;Medical;;;Endocrinological  ;Multiple
MOCV;Vision disorder;Medical;;;Ophthalmological ;Degenerative or chronic condition
MOZ1;Ophthalmological Illness (excl trauma);Medical;;;Ophthalmological ;Unknown, or not specified
MPZT;Nose /throat illness /condition;Medical;;;Respiratory ;Unknown, or not specified
MSX6;Psychological/psychiatric;Medical;;;Psychiatric/psychological ;Multiple
MSEX;Overexercising disorder;Medical;;;Psychiatric/psychological ;Environmental – exercise-related
MSNA;Anorexia nervosa;Medical;;;Psychiatric/psychological ;Metabolic/nutritional
MSNB;Bulimia nervosa;Medical;;;Psychiatric/psychological ;Metabolic/nutritional
MSEE;Exercise addiction;Medical;;;Psychiatric/psychological ;Environmental – exercise-related
MSEF;Female athlete triad;Medical;;;Psychiatric/psychological ;Environmental – exercise-related
MSNM;RED-S (Relative Energy Deficiency in Sport);Medical;;;Psychiatric/psychological ;Metabolic/nutritional
MSSP;Specific phobias;Medical;;;Psychiatric/psychological ;Environmental – non-exercise
MSSS;Sleep disorders;Medical;;;Psychiatric/psychological ;Environmental – non-exercise
MSSH;Attention deficit hyperactivity disorder;Medical;;;Psychiatric/psychological ;Environmental – non-exercise
MSXS;Somatisation;Medical;;;Psychiatric/psychological ;Multiple
MSXB;Bipolar disorders;Medical;;;Psychiatric/psychological ;Multiple
MSXD;Depression/mood disorder;Medical;;;Psychiatric/psychological ;Multiple
MSSA;Anxiety/panic/compulsive disorder;Medical;;;Psychiatric/psychological ;Environmental – non-exercise
MSDA;Behavioural disorder (alcohol, drugs);Medical;;;Psychiatric/psychological ;Unknown, or not specified
MSZG;Behavioural disorder (eg gambling/other addiction);Medical;;;Psychiatric/psychological ;Unknown, or not specified
